名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
小杉凜華,2020-12,KUROBEアクアフェアリーズ,19,5,2,0,0,0.0,0.0,0,0,0,1,9,1,2,4,0,0,0,,0.0,0.2,16.7,
小杉凜華,2021-01,KUROBEアクアフェアリーズ,19,2,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,,0.0,0.0,-6.2,
小杉凜華,2021-02,KUROBEアクアフェアリーズ,19,4,0,0,0,,,0,0,0,0,8,0,1,1,0,0,0,,0.0,0.0,0.0,
小池杏菜,2020-10,日立リヴァーレ,10,13,0,0,0,,,0,0,0,0,0,0,0,0,35,13,14,,0.0,0.0,,57.1
小池杏菜,2020-11,日立リヴァーレ,10,25,0,0,0,,,0,0,0,0,0,0,0,0,59,31,7,,0.0,0.0,,58.5
小池杏菜,2020-12,日立リヴァーレ,10,4,0,0,0,,,0,0,0,0,0,0,0,0,5,0,2,,0.0,0.0,,20.0
小池杏菜,2021-01,日立リヴァーレ,10,15,0,0,0,,,0,0,0,0,0,0,0,0,14,10,2,,0.0,0.0,,78.6
小池杏菜,2021-02,日立リヴァーレ,10,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小西愛衣,2020-10,KUROBEアクアフェアリーズ,15,18,6,1,0,16.7,16.7,0,0,0,0,59,2,7,12,1,0,1,,0.06,0.0,5.5,50.0
小西愛衣,2020-11,KUROBEアクアフェアリーズ,15,24,9,4,1,44.4,33.3,0,0,0,0,89,4,4,16,0,0,0,,0.17,0.0,7.9,
小西愛衣,2020-12,KUROBEアクアフェアリーズ,15,8,2,2,0,100.0,100.0,0,0,0,0,24,0,3,1,0,0,0,,0.25,0.0,-2.1,
小西愛衣,2021-01,KUROBEアクアフェアリーズ,15,18,6,2,0,33.3,33.3,0,0,0,3,52,1,3,12,1,0,0,,0.11,0.17,6.2,0.0
小西愛衣,2021-02,KUROBEアクアフェアリーズ,15,4,5,2,0,40.0,40.0,0,0,0,0,15,1,1,2,0,0,0,,0.5,0.0,8.3,
小野寺友香,2020-10,日立リヴァーレ,2,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
小野寺友香,2020-11,日立リヴァーレ,2,15,1,0,0,0.0,0.0,0,0,0,3,43,2,1,9,0,0,0,,0.0,0.2,9.3,
小野寺友香,2020-12,日立リヴァーレ,2,7,0,0,0,,,0,0,0,0,21,2,0,5,0,0,0,,0.0,0.0,15.5,
小野寺友香,2021-01,日立リヴァーレ,2,13,2,1,0,50.0,50.0,0,0,0,2,47,1,1,18,0,0,0,,0.08,0.15,11.2,
小野寺友香,2021-02,日立リヴァーレ,2,12,4,2,0,50.0,50.0,0,0,0,1,34,1,2,13,0,0,0,,0.17,0.08,11.0,
小野寺夏希,2020-11,岡山シーガルズ,31,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小野寺夏希,2021-01,岡山シーガルズ,31,4,0,0,0,,,0,0,0,0,9,0,0,1,0,0,0,,0.0,0.0,2.8,
居村杏奈,2020-10,岡山シーガルズ,12,10,36,9,1,25.0,22.2,0,0,0,1,33,0,0,6,3,1,0,,0.9,0.1,4.5,33.3
居村杏奈,2020-11,岡山シーガルズ,12,17,57,31,2,54.4,50.9,1,0,0,5,55,0,1,12,4,2,0,0.0,1.82,0.29,5.0,50.0
居村杏奈,2020-12,岡山シーガルズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
居村杏奈,2021-01,岡山シーガルズ,12,12,42,21,1,50.0,47.6,0,0,0,5,25,0,1,9,1,1,0,,1.75,0.42,8.0,100.0
居村杏奈,2021-02,岡山シーガルズ,12,6,24,9,2,37.5,29.2,0,0,0,0,12,1,0,2,2,0,1,,1.5,0.0,12.5,25.0
山上有紀,2020-10,トヨタ車体クインシーズ,18,9,3,1,0,33.3,33.3,0,0,0,0,26,1,2,5,1,0,0,,0.11,0.0,6.7,0.0
山上有紀,2020-11,トヨタ車体クインシーズ,18,23,7,1,1,14.3,0.0,0,0,0,3,65,3,5,21,1,0,0,,0.04,0.13,10.8,0.0
山上有紀,2020-12,トヨタ車体クインシーズ,18,3,1,1,0,100.0,100.0,0,0,0,1,10,1,2,3,0,0,0,,0.33,0.33,12.5,
山上有紀,2021-01,トヨタ車体クインシーズ,18,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
山上有紀,2021-02,トヨタ車体クインシーズ,18,4,0,0,0,,,0,0,0,0,4,0,2,0,0,0,0,,0.0,0.0,-12.5,
山下遥香,2020-10,PFUブルーキャッツ,9,8,0,0,0,,,0,0,0,0,15,2,3,1,0,0,0,,0.0,0.0,10.0,
山下遥香,2020-11,PFUブルーキャッツ,9,33,12,4,0,33.3,33.3,1,0,0,5,87,2,14,23,0,0,0,0.0,0.12,0.15,4.9,
山下遥香,2020-12,PFUブルーキャッツ,9,6,0,0,0,,,0,0,0,0,14,1,4,4,1,0,0,,0.0,0.0,7.1,0.0
山下遥香,2021-01,PFUブルーキャッツ,9,10,1,1,0,100.0,100.0,0,0,0,1,26,1,4,6,0,0,0,,0.1,0.1,5.8,
山下遥香,2021-02,PFUブルーキャッツ,9,2,1,1,0,100.0,100.0,0,0,0,1,3,0,1,0,0,0,0,,0.5,0.5,-8.3,
山内美咲,2020-10,NECレッドロケッツ,12,12,64,28,2,43.8,40.6,5,0,0,4,20,3,0,2,47,23,10,0.0,2.33,0.33,17.5,59.6
山内美咲,2020-11,NECレッドロケッツ,12,24,128,40,7,31.2,25.8,9,1,0,6,73,5,3,29,89,38,27,11.1,1.67,0.25,15.8,57.9
山内美咲,2020-12,NECレッドロケッツ,12,4,26,6,2,23.1,15.4,2,0,1,1,15,2,0,4,20,8,5,0.0,1.5,0.25,20.0,52.5
山内美咲,2021-01,NECレッドロケッツ,12,7,7,4,0,57.1,57.1,0,0,0,3,9,1,0,2,18,11,2,,0.57,0.43,16.7,66.7
山内美咲,2021-02,NECレッドロケッツ,12,5,1,0,0,0.0,0.0,0,0,0,0,8,0,0,0,5,1,0,,0.0,0.0,0.0,20.0
山口珠李,2020-10,埼玉上尾メディックス,6,11,42,14,5,33.3,21.4,3,0,1,1,16,1,1,5,0,0,0,0.0,1.27,0.09,12.5,
山口珠李,2020-11,埼玉上尾メディックス,6,1,4,1,0,25.0,25.0,0,0,0,0,1,0,0,0,0,0,0,,1.0,0.0,0.0,
山口珠李,2020-12,埼玉上尾メディックス,6,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山口珠李,2021-01,埼玉上尾メディックス,6,5,12,5,0,41.7,41.7,0,0,0,0,12,1,3,5,0,0,0,,1.0,0.0,12.5,
山口珠李,2021-02,埼玉上尾メディックス,6,3,7,7,0,100.0,100.0,0,0,0,1,12,0,0,1,1,0,1,,2.33,0.33,2.1,50.0
山城愛心,2021-02,KUROBEアクアフェアリーズ,6,6,28,7,0,25.0,25.0,1,0,0,4,18,0,1,4,45,8,19,0.0,1.17,0.67,4.2,38.9
山岸あかね,2020-10,埼玉上尾メディックス,7,18,0,0,0,,,0,0,0,0,0,0,0,0,49,23,10,,0.0,0.0,,57.1
山岸あかね,2020-11,埼玉上尾メディックス,7,21,0,0,0,,,0,0,0,0,0,0,0,0,96,41,22,,0.0,0.0,,54.2
山岸あかね,2020-12,埼玉上尾メディックス,7,8,0,0,0,,,0,0,0,0,0,0,0,0,39,25,7,,0.0,0.0,,73.1
山岸あかね,2021-01,埼玉上尾メディックス,7,13,0,0,0,,,0,0,0,0,0,0,0,0,49,27,13,,0.0,0.0,,68.4
山岸あかね,2021-02,埼玉上尾メディックス,7,11,0,0,0,,,0,0,0,0,0,0,0,0,75,31,21,,0.0,0.0,,55.3
山崎のの花,2020-10,埼玉上尾メディックス,5,19,7,0,0,0.0,0.0,0,0,0,13,58,0,4,21,2,0,0,,0.0,0.68,7.3,0.0
山崎のの花,2020-11,埼玉上尾メディックス,5,21,9,6,0,66.7,66.7,0,0,0,5,71,3,2,18,0,0,0,,0.29,0.24,9.9,
山崎のの花,2020-12,埼玉上尾メディックス,5,8,7,2,0,28.6,28.6,0,0,0,3,27,0,0,4,0,0,0,,0.25,0.38,3.7,
山崎のの花,2021-01,埼玉上尾メディックス,5,13,2,1,0,50.0,50.0,0,0,0,7,55,3,5,19,1,0,0,,0.08,0.54,11.8,0.0
山崎のの花,2021-02,埼玉上尾メディックス,5,11,7,4,0,57.1,57.1,0,0,0,1,45,1,3,13,0,0,0,,0.36,0.09,7.8,
山形理沙子,2020-10,トヨタ車体クインシーズ,20,3,1,1,0,100.0,100.0,0,0,0,0,7,1,0,4,0,0,0,,0.33,0.0,28.6,
山形理沙子,2020-11,トヨタ車体クインシーズ,20,4,3,1,0,33.3,33.3,0,0,0,1,5,0,0,2,0,0,0,,0.25,0.25,10.0,
山形理沙子,2020-12,トヨタ車体クインシーズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山形理沙子,2021-01,トヨタ車体クインシーズ,20,9,1,1,0,100.0,100.0,0,0,0,0,21,1,1,5,0,0,0,,0.11,0.0,9.5,
山形理沙子,2021-02,トヨタ車体クインシーズ,20,6,5,1,0,20.0,20.0,0,0,0,1,14,0,1,5,0,0,0,,0.17,0.17,7.1,
山田二千華,2020-10,NECレッドロケッツ,13,12,40,9,4,22.5,12.5,0,0,0,7,52,1,3,11,0,0,0,,0.75,0.58,5.8,
山田二千華,2020-11,NECレッドロケッツ,13,21,74,28,0,37.8,37.8,0,0,0,12,88,3,5,20,13,5,3,,1.33,0.57,7.7,50.0
山田二千華,2020-12,NECレッドロケッツ,13,3,11,7,0,63.6,63.6,0,0,0,6,9,0,2,2,0,0,0,,2.33,2.0,0.0,
山田二千華,2021-01,NECレッドロケッツ,13,17,55,23,4,41.8,34.5,0,0,0,11,57,2,2,14,3,3,0,,1.35,0.65,8.8,100.0
山田二千華,2021-02,NECレッドロケッツ,13,6,14,8,0,57.1,57.1,0,0,0,1,11,1,1,2,5,2,1,,1.33,0.17,11.4,50.0
岩坂名奈,2020-10,久光スプリングス,4,8,18,7,0,38.9,38.9,0,0,0,4,27,0,2,5,1,0,0,,0.88,0.5,2.8,0.0
岩坂名奈,2020-11,久光スプリングス,4,19,40,15,0,37.5,37.5,0,0,0,7,57,4,1,12,0,0,0,,0.79,0.37,11.8,
岩坂名奈,2020-12,久光スプリングス,4,7,17,10,0,58.8,58.8,0,0,0,3,37,2,1,12,1,1,0,,1.43,0.43,12.8,100.0
岩坂名奈,2021-01,久光スプリングス,4,2,2,1,0,50.0,50.0,0,0,0,2,5,0,0,2,2,0,1,,0.5,1.0,10.0,25.0
岩澤実育,2020-12,埼玉上尾メディックス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩澤実育,2021-01,埼玉上尾メディックス,12,5,0,0,0,,,0,0,0,0,8,1,1,1,4,3,1,,0.0,0.0,12.5,87.5
岩澤実育,2021-02,埼玉上尾メディックス,12,8,0,0,0,,,0,0,0,0,12,1,1,6,18,9,6,,0.0,0.0,18.8,66.7
島村春世,2020-10,NECレッドロケッツ,1,14,84,49,2,58.3,56.0,0,0,0,4,38,1,1,7,2,2,0,,3.5,0.29,6.6,100.0
島村春世,2020-11,NECレッドロケッツ,1,22,114,60,3,52.6,50.0,0,0,0,5,54,2,1,9,9,3,2,,2.73,0.23,7.4,44.4
島村春世,2020-12,NECレッドロケッツ,1,7,25,12,0,48.0,48.0,0,0,0,6,26,2,1,6,2,0,1,,1.71,0.86,12.5,25.0
島村春世,2021-01,NECレッドロケッツ,1,7,37,12,0,32.4,32.4,0,0,0,1,16,0,1,1,3,2,1,,1.71,0.14,0.0,83.3
島村春世,2021-02,NECレッドロケッツ,1,10,42,23,2,54.8,50.0,0,0,0,2,26,1,0,9,11,6,2,,2.3,0.2,12.5,63.6
島田美紅,2021-02,KUROBEアクアフェアリーズ,7,2,2,1,0,50.0,50.0,0,0,0,0,5,1,0,2,0,0,0,,0.5,0.0,30.0,
島畑奈緒子,2020-10,PFUブルーキャッツ,14,8,3,1,0,33.3,33.3,0,0,0,0,22,1,3,7,0,0,0,,0.12,0.0,9.1,
島畑奈緒子,2020-11,PFUブルーキャッツ,14,22,0,0,0,,,0,0,0,0,15,0,4,5,0,0,0,,0.0,0.0,1.7,
島畑奈緒子,2020-12,PFUブルーキャッツ,14,4,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
島畑奈緒子,2021-01,PFUブルーキャッツ,14,8,0,0,0,,,0,0,0,0,12,1,3,2,0,0,0,,0.0,0.0,6.2,
島畑奈緒子,2021-02,PFUブルーキャッツ,14,4,2,1,0,50.0,50.0,0,0,0,1,14,0,2,5,0,0,0,,0.25,0.25,5.4,
川上雛菜,2021-02,NECレッドロケッツ,17,9,0,0,0,,,0,0,0,0,15,0,0,3,0,0,0,,0.0,0.0,5.0,
川島亜依美,2020-10,岡山シーガルズ,28,11,27,13,2,48.1,40.7,0,0,0,4,29,0,1,8,1,1,0,,1.18,0.36,6.0,100.0
川島亜依美,2020-11,岡山シーガルズ,28,25,105,43,3,41.0,38.1,1,0,0,9,92,3,3,29,5,2,0,0.0,1.72,0.36,10.3,40.0
川島亜依美,2020-12,岡山シーガルズ,28,6,16,9,0,56.2,56.2,0,0,0,2,17,0,1,6,2,2,0,,1.5,0.33,7.4,100.0
川島亜依美,2021-01,岡山シーガルズ,28,10,21,6,1,28.6,23.8,0,0,0,3,34,0,3,10,0,0,0,,0.6,0.3,5.1,
川島亜依美,2021-02,岡山シーガルズ,28,5,8,4,0,50.0,50.0,0,0,0,1,9,0,1,4,0,0,0,,0.8,0.2,8.3,
工藤嶺,2020-10,デンソーエアリービーズ,21,8,79,27,4,34.2,29.1,18,4,1,2,32,1,0,9,25,12,3,22.2,3.38,0.25,10.2,54.0
工藤嶺,2020-11,デンソーエアリービーズ,21,33,294,113,20,38.4,31.6,82,29,6,9,115,2,6,34,80,38,15,35.4,3.42,0.27,7.8,56.9
工藤嶺,2020-12,デンソーエアリービーズ,21,8,74,25,6,33.8,25.7,16,5,4,3,30,2,0,11,31,10,13,31.2,3.12,0.38,15.8,53.2
工藤嶺,2021-01,デンソーエアリービーズ,21,7,35,10,4,28.6,17.1,10,3,1,1,14,0,1,6,14,8,2,30.0,1.43,0.14,8.9,64.3
工藤嶺,2021-02,デンソーエアリービーズ,21,12,63,19,3,30.2,25.4,18,7,0,0,20,2,2,4,30,10,10,38.9,1.58,0.0,12.5,50.0
平山詩嫣,2021-02,久光スプリングス,19,7,0,0,0,,,0,0,0,0,10,1,0,4,0,0,0,,0.0,0.0,20.0,
座安琴希,2020-10,久光スプリングス,10,15,0,0,0,,,0,0,0,0,0,0,0,0,19,10,4,,0.0,0.0,,63.2
座安琴希,2020-11,久光スプリングス,10,20,0,0,0,,,0,0,0,0,1,0,0,0,25,17,5,,0.0,0.0,0.0,78.0
座安琴希,2020-12,久光スプリングス,10,7,0,0,0,,,0,0,0,0,0,0,0,0,5,3,2,,0.0,0.0,,80.0
座安琴希,2021-01,久光スプリングス,10,11,0,0,0,,,0,0,0,0,0,0,0,0,11,4,6,,0.0,0.0,,63.6
座安琴希,2021-02,久光スプリングス,10,7,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,,0.0,0.0,,100.0
廣瀬七海,2020-10,NECレッドロケッツ,9,5,44,14,2,31.8,27.3,3,1,0,1,17,1,2,6,2,1,1,33.3,2.8,0.2,11.8,75.0
廣瀬七海,2020-11,NECレッドロケッツ,9,5,2,1,0,50.0,50.0,0,0,0,1,0,0,0,0,0,0,0,,0.2,0.2,,
廣瀬七海,2020-12,NECレッドロケッツ,9,3,6,2,1,33.3,16.7,0,0,0,1,0,0,0,0,0,0,0,,0.67,0.33,,
廣瀬七海,2021-01,NECレッドロケッツ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
廣瀬七海,2021-02,NECレッドロケッツ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
志摩美古都,2021-01,PFUブルーキャッツ,35,9,55,20,1,36.4,34.5,1,0,0,0,22,0,3,2,24,11,7,0.0,2.22,0.0,-1.1,60.4
志摩美古都,2021-02,PFUブルーキャッツ,35,4,20,9,1,45.0,40.0,0,0,0,2,12,0,1,2,11,6,3,,2.25,0.5,2.1,68.2
戸江真奈,2020-10,久光スプリングス,18,17,0,0,0,,,0,0,0,0,0,0,0,0,71,50,5,,0.0,0.0,,73.9
戸江真奈,2020-11,久光スプリングス,18,24,0,0,0,,,0,0,0,0,0,0,0,0,93,55,19,,0.0,0.0,,69.4
戸江真奈,2020-12,久光スプリングス,18,7,0,0,0,,,0,0,0,0,0,0,0,0,18,14,0,,0.0,0.0,,77.8
戸江真奈,2021-01,久光スプリングス,18,22,0,0,0,,,0,0,0,0,0,0,0,0,108,52,28,,0.0,0.0,,61.1
戸江真奈,2021-02,久光スプリングス,18,9,0,0,0,,,0,0,0,0,0,0,0,0,41,24,9,,0.0,0.0,,69.5
戸部真由香,2020-10,KUROBEアクアフェアリーズ,20,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
戸部真由香,2020-12,KUROBEアクアフェアリーズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
戸部真由香,2021-01,KUROBEアクアフェアリーズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
星加輝,2020-10,KUROBEアクアフェアリーズ,16,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
星加輝,2020-11,KUROBEアクアフェアリーズ,16,9,0,0,0,,,0,0,0,0,9,0,1,4,0,0,0,,0.0,0.0,8.3,
星加輝,2020-12,KUROBEアクアフェアリーズ,16,4,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
星加輝,2021-01,KUROBEアクアフェアリーズ,16,11,1,1,0,100.0,100.0,0,0,0,0,17,0,2,3,0,0,0,,0.09,0.0,1.5,
星加輝,2021-02,KUROBEアクアフェアリーズ,16,4,1,0,0,0.0,0.0,0,0,0,0,8,0,0,3,0,0,0,,0.0,0.0,9.4,
曽我啓菜,2020-10,NECレッドロケッツ,5,11,85,31,6,36.5,29.4,1,0,0,2,25,1,2,5,64,22,17,0.0,2.82,0.18,7.0,47.7
曽我啓菜,2020-11,NECレッドロケッツ,5,14,78,25,8,32.1,21.8,2,1,0,4,24,0,2,12,71,25,16,50.0,1.79,0.29,10.4,46.5
曽我啓菜,2020-12,NECレッドロケッツ,5,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
曽我啓菜,2021-01,NECレッドロケッツ,5,16,119,54,4,45.4,42.0,10,2,0,4,56,0,3,12,88,29,19,20.0,3.38,0.25,4.0,43.8
曽我啓菜,2021-02,NECレッドロケッツ,5,10,68,31,4,45.6,39.7,4,1,0,1,43,2,3,10,56,21,16,25.0,3.1,0.1,8.7,51.8
有田妃奈乃,2020-10,PFUブルーキャッツ,1,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
有田妃奈乃,2020-11,PFUブルーキャッツ,1,3,5,2,1,40.0,20.0,0,0,0,0,4,1,1,2,0,0,0,,0.67,0.0,31.2,
有田妃奈乃,2020-12,PFUブルーキャッツ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉原若葉,2020-10,KUROBEアクアフェアリーズ,11,11,21,8,2,38.1,28.6,0,0,0,3,24,0,4,5,0,0,0,,0.73,0.27,1.0,
杉原若葉,2020-11,KUROBEアクアフェアリーズ,11,22,62,25,3,40.3,35.5,0,0,0,14,74,3,6,26,0,0,0,,1.14,0.64,10.8,
杉原若葉,2020-12,KUROBEアクアフェアリーズ,11,8,21,6,2,28.6,19.0,0,0,0,8,20,2,0,4,0,0,0,,0.75,1.0,15.0,
杉原若葉,2021-01,KUROBEアクアフェアリーズ,11,14,41,10,3,24.4,17.1,0,0,0,2,43,0,4,10,0,0,0,,0.71,0.14,3.5,
杉原若葉,2021-02,KUROBEアクアフェアリーズ,11,1,3,0,1,0.0,-33.3,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
杉郁香,2020-10,トヨタ車体クインシーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉郁香,2021-02,トヨタ車体クインシーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
村上華澄,2020-10,PFUブルーキャッツ,6,8,29,13,3,44.8,34.5,0,0,0,0,14,0,0,5,1,1,0,,1.62,0.0,8.9,100.0
村上華澄,2020-11,PFUブルーキャッツ,6,30,117,44,4,37.6,34.2,0,0,0,9,100,2,4,29,5,0,2,,1.47,0.3,8.2,20.0
村上華澄,2020-12,PFUブルーキャッツ,6,6,15,6,1,40.0,33.3,0,0,0,2,13,2,0,3,0,0,0,,1.0,0.33,21.2,
村上華澄,2021-01,PFUブルーキャッツ,6,9,35,8,4,22.9,11.4,0,0,0,1,32,2,0,6,3,0,2,,0.89,0.11,10.9,33.3
村上華澄,2021-02,PFUブルーキャッツ,6,4,11,5,0,45.5,45.5,0,0,0,2,12,1,1,2,1,0,0,,1.25,0.5,10.4,0.0
村永奈央,2020-10,トヨタ車体クインシーズ,6,9,51,8,0,15.7,15.7,0,0,0,3,16,1,1,6,59,16,16,,0.89,0.33,14.1,40.7
村永奈央,2020-11,トヨタ車体クインシーズ,6,17,31,6,0,19.4,19.4,0,0,0,1,13,1,1,1,73,35,14,,0.35,0.06,7.7,57.5
村永奈央,2020-12,トヨタ車体クインシーズ,6,2,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,7,1,1,,0.0,0.0,,21.4
村永奈央,2021-01,トヨタ車体クインシーズ,6,3,7,2,0,28.6,28.6,0,0,0,0,3,0,0,3,4,1,1,,0.67,0.0,25.0,37.5
村永奈央,2021-02,トヨタ車体クインシーズ,6,2,7,0,0,0.0,0.0,0,0,0,0,3,0,0,1,9,3,2,,0.0,0.0,8.3,44.4
東谷玲衣奈,2020-10,デンソーエアリービーズ,20,3,19,9,1,47.4,42.1,2,0,1,1,4,0,0,1,13,6,1,0.0,3.0,0.33,6.2,50.0
東谷玲衣奈,2020-11,デンソーエアリービーズ,20,17,63,22,2,34.9,31.7,3,1,0,1,9,0,0,1,30,16,9,33.3,1.29,0.06,2.8,68.3
東谷玲衣奈,2020-12,デンソーエアリービーズ,20,4,9,4,1,44.4,33.3,0,0,0,1,0,0,0,0,3,1,0,,1.0,0.25,,33.3
東谷玲衣奈,2021-01,デンソーエアリービーズ,20,6,38,16,0,42.1,42.1,3,0,0,2,14,0,2,1,32,14,6,0.0,2.67,0.33,-1.8,53.1
東谷玲衣奈,2021-02,デンソーエアリービーズ,20,16,104,41,8,39.4,31.7,6,0,1,3,32,0,5,13,85,35,18,0.0,2.56,0.19,6.2,51.8
松井珠己,2020-11,デンソーエアリービーズ,14,19,8,4,0,50.0,50.0,0,0,0,0,27,1,0,3,0,0,0,,0.21,0.0,6.5,
松井珠己,2020-12,デンソーエアリービーズ,14,4,0,0,0,,,0,0,0,0,5,0,0,3,0,0,0,,0.0,0.0,15.0,
松井珠己,2021-02,デンソーエアリービーズ,14,15,4,1,0,25.0,25.0,0,0,0,2,22,1,1,5,0,0,0,,0.07,0.13,9.1,
松本亜弥華,2020-10,トヨタ車体クインシーズ,14,3,9,3,0,33.3,33.3,0,0,0,1,5,0,0,0,1,0,0,,1.0,0.33,0.0,0.0
松本亜弥華,2020-11,トヨタ車体クインシーズ,14,5,4,2,0,50.0,50.0,0,0,0,0,4,0,0,0,0,0,0,,0.4,0.0,0.0,
松本亜弥華,2020-12,トヨタ車体クインシーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松本亜弥華,2021-01,トヨタ車体クインシーズ,14,9,19,7,2,36.8,26.3,0,0,0,4,13,1,0,3,1,0,0,,0.78,0.44,13.5,0.0
松本亜弥華,2021-02,トヨタ車体クインシーズ,14,2,8,3,1,37.5,25.0,0,0,0,0,2,0,0,0,0,0,0,,1.5,0.0,0.0,
松本愛希穂,2020-10,ヴィクトリーナ姫路,15,14,144,44,10,30.6,23.6,6,4,0,2,51,2,4,19,120,61,25,66.7,3.14,0.14,11.3,61.2
松本愛希穂,2020-11,ヴィクトリーナ姫路,15,29,267,94,18,35.2,28.5,11,1,6,5,88,5,10,20,270,120,65,9.1,3.24,0.17,8.5,56.5
松本愛希穂,2020-12,ヴィクトリーナ姫路,15,7,69,34,5,49.3,42.0,4,1,2,2,34,3,4,13,70,34,18,25.0,4.86,0.29,15.4,61.4
松本愛希穂,2021-01,ヴィクトリーナ姫路,15,21,173,50,10,28.9,23.1,6,1,0,4,65,5,3,16,195,112,31,16.7,2.38,0.19,12.7,65.4
松本愛希穂,2021-02,ヴィクトリーナ姫路,15,3,28,7,1,25.0,21.4,2,0,0,0,19,1,0,9,36,18,12,0.0,2.33,0.0,17.1,66.7
林琴奈,2020-10,JTマーヴェラス,2,14,144,59,8,41.0,35.4,20,8,2,7,51,2,3,13,104,56,22,40.0,4.21,0.5,8.8,64.4
林琴奈,2020-11,JTマーヴェラス,2,26,247,87,15,35.2,29.1,30,9,3,14,87,1,6,19,202,107,47,30.0,3.35,0.54,4.9,64.6
林琴奈,2020-12,JTマーヴェラス,2,6,48,18,4,37.5,29.2,2,1,1,5,24,0,1,10,40,29,4,50.0,3.0,0.83,9.4,77.5
林琴奈,2021-01,JTマーヴェラス,2,13,111,49,3,44.1,41.4,17,8,2,4,49,2,1,6,74,37,24,47.1,3.77,0.31,6.6,66.2
林琴奈,2021-02,JTマーヴェラス,2,14,122,43,6,35.2,30.3,8,4,0,7,59,1,3,24,85,30,19,50.0,3.07,0.5,10.6,46.5
柳田光綺,2020-10,NECレッドロケッツ,4,11,41,12,3,29.3,22.0,2,0,1,1,25,0,3,6,0,0,0,0.0,1.09,0.09,3.0,
柳田光綺,2020-11,NECレッドロケッツ,4,4,13,2,1,15.4,7.7,0,0,0,0,5,0,1,0,0,0,0,,0.5,0.0,-5.0,
柳田光綺,2021-01,NECレッドロケッツ,4,3,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
柴田真果,2020-10,JTマーヴェラス,5,14,1,1,0,100.0,100.0,0,0,0,0,22,1,1,7,0,0,0,,0.07,0.0,11.4,
柴田真果,2020-11,JTマーヴェラス,5,26,2,1,0,50.0,50.0,1,0,0,0,51,4,0,20,0,0,0,0.0,0.04,0.0,17.6,
柴田真果,2020-12,JTマーヴェラス,5,6,0,0,0,,,0,0,0,0,14,0,0,4,0,0,0,,0.0,0.0,7.1,
柴田真果,2021-01,JTマーヴェラス,5,13,0,0,0,,,0,0,0,0,16,0,0,3,0,0,0,,0.0,0.0,4.7,
柴田真果,2021-02,JTマーヴェラス,5,13,4,2,0,50.0,50.0,0,0,0,0,19,1,0,8,0,0,0,,0.15,0.0,15.8,
栄絵里香,2020-10,久光スプリングス,11,6,0,0,0,,,0,0,0,1,11,1,0,2,0,0,0,,0.0,0.17,13.6,
栄絵里香,2020-11,久光スプリングス,11,4,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
